key,numeric type,string type,ID,time ratio,number of line segments,mean speed,standard deviation in speed,number of acceleration points,length,ratio of width to length,type of cargo,receiver class,number of neighbors
MMSI338353394,37,Pleasure Craft/Sailing,MMSI,0.0733,0.51,0.398,0.4711,0.6457,0.2497,0.3636,0,B,0.0046
MMSI338353395,37,Pleasure Craft/Sailing,MMSI,0.1414,0.5125,0.409,0.4727,0.4502,0.2142,0.2222,0,B,0.0046
MMSI338353513,36,Pleasure Craft/Sailing,MMSI,0.0148,0.5075,0.4256,0.4752,0.4502,0.2315,0.3,0,B,0.0046
MMSI338353515,37,Pleasure Craft/Sailing,MMSI,0.0146,0.5075,0.7566,0.5174,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338353519,37,Pleasure Craft/Sailing,MMSI,0.0098,0.505,0.5572,0.487,0.4502,0.4013,0.2222,0,B,0.0046
MMSI338353555,37,Pleasure Craft/Sailing,MMSI,0.0086,0.5025,0.4187,0.4709,0.4502,0.4013,0.2222,0,B,0.0046
MMSI338353642,37,Pleasure Craft/Sailing,MMSI,0.0261,0.5075,0.7892,0.5145,0.4502,0.2315,0.4,0,B,0.3655
MMSI338353866,31,Tug Tow,MMSI,0.1283,0.5125,0.659,0.5193,0.4502,0.2315,0.4,0,B,0.2679
MMSI338353868,31,Tug Tow,MMSI,0.0926,0.5125,0.6726,0.5315,0.4502,0.2142,0.3333,0,B,0.2679
MMSI338353906,51,Other,MMSI,0.0221,0.4975,0.3691,0.4692,0.4502,0.2142,0.3333,0,B,0.0046
MMSI338353911,37,Pleasure Craft/Sailing,MMSI,0.0107,0.5025,0.8809,0.5437,0.4502,0.3775,0.2941,0,B,0.0046
MMSI338353984,37,Pleasure Craft/Sailing,MMSI,0.0303,0.5075,0.5842,0.5163,0.4502,0.0998,0,0,B,0.5237
MMSI338354052,36,Pleasure Craft/Sailing,MMSI,0.0036,0.5,0.4631,0.4644,0.4502,0.3543,0.3125,0,B,0.3942
MMSI338354096,36,Pleasure Craft/Sailing,MMSI,0.0281,0.5075,0.4606,0.4742,0.4502,0.31,0.1429,0,B,0.3934
MMSI338354426,36,Pleasure Craft/Sailing,MMSI,0.0511,0.51,0.4156,0.4741,0.9168,0.2689,0.3333,0,B,0.3754
MMSI338354519,36,Pleasure Craft/Sailing,MMSI,0.0428,0.5075,0.403,0.4718,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338354549,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3498,0.4626,0.4502,0.31,0.3571,0,B,0.0046
MMSI338354616,51,Other,MMSI,0.0185,0.5075,0.5754,0.5065,0.4502,0.2315,0.4,0,B,0.0046
MMSI338354634,37,Pleasure Craft/Sailing,MMSI,0.0328,0.5075,0.4378,0.4746,0.4502,0.0998,0,0,B,0.0046
MMSI338354738,37,Pleasure Craft/Sailing,MMSI,0.0183,0.5025,0.7375,0.548,0.4502,0.168,0.6667,0,B,0.0046
MMSI338354742,36,Pleasure Craft/Sailing,MMSI,0.1513,0.5125,0.4336,0.4747,0.4502,0.2689,0.6667,0,B,0.0046
MMSI338354793,0,Unknown,MMSI,0.0004,0.495,0.4256,0.4689,0.4502,0.0998,0,0,B,0.0046
MMSI338354812,37,Pleasure Craft/Sailing,MMSI,0.0715,0.51,0.4653,0.4721,0.4502,0.2689,0.3333,0,B,0.1501
MMSI338354839,51,Other,MMSI,0.0002,0.495,0.613,0.5152,0.4502,0.1978,0.375,0,B,0.0046
MMSI338354886,37,Pleasure Craft/Sailing,MMSI,0.0114,0.505,0.472,0.4775,0.4502,0.31,0.3571,0,B,0.0046
MMSI338354897,37,Pleasure Craft/Sailing,MMSI,0.0194,0.505,0.4813,0.4796,0.4502,0.2315,0.4,0,B,0.0046
MMSI338354901,36,Pleasure Craft/Sailing,MMSI,0.0465,0.51,0.4715,0.4738,0.4502,0.2497,0.3636,0,B,0.5217
MMSI338354925,37,Pleasure Craft/Sailing,MMSI,0.0061,0.5,0.4204,0.4772,0.7858,0.5,0.2727,0,B,0.0046
MMSI338354948,36,Pleasure Craft/Sailing,MMSI,0.032,0.5075,0.4309,0.4703,0.5987,0.2689,0.5833,0,B,0.0046
MMSI338355085,37,Pleasure Craft/Sailing,MMSI,0.0154,0.5,0.9699,0.556,0.4502,0.0998,0,0,B,0.5334
MMSI338355093,37,Pleasure Craft/Sailing,MMSI,0.0038,0.5,0.5878,0.5548,0.4502,0.2315,0.3,0,B,0.2677
MMSI338355234,37,Pleasure Craft/Sailing,MMSI,0.0045,0.5,0.4354,0.4737,0.4502,0.6225,0.3333,0,B,0.0046
MMSI338355282,37,Pleasure Craft/Sailing,MMSI,0.1926,0.5125,0.4923,0.4984,0.5,0.0998,0,0,B,0.4213
MMSI338355391,37,Pleasure Craft/Sailing,MMSI,0.0243,0.5025,0.6215,0.5615,0.5,0.3543,0.25,0,B,0.0046
MMSI338355409,35,Military,MMSI,0.0064,0.4975,0.4078,0.4703,0.4502,0.0998,0,0,B,0.0046
MMSI338355413,37,Pleasure Craft/Sailing,MMSI,0.0153,0.5025,0.479,0.5092,0.4502,0.31,0.3571,0,B,0.0046
MMSI338355676,37,Pleasure Craft/Sailing,MMSI,0.061,0.51,0.7018,0.5619,0.475,0.0998,0,0,B,0.0046
MMSI338355685,36,Pleasure Craft/Sailing,MMSI,0.1123,0.51,0.4204,0.4696,0.4502,0.2689,0.5833,0,B,0.0046
MMSI338356082,50,Other,MMSI,0.5961,0.5175,0.5718,0.5082,0.4502,0.0998,0,0.0,A,0.0046
MMSI338356309,36,Pleasure Craft/Sailing,MMSI,0.0145,0.505,0.4018,0.4723,0.5744,0.0998,0,0,B,0.0046
MMSI338356427,30,Fishing,MMSI,0.0011,0.4975,0.4656,0.4638,0.4502,0.0998,0,0,B,0.0046
MMSI338356466,30,Fishing,MMSI,0.0329,0.5025,0.7199,0.5719,0.4502,0.1419,0.5,0,B,0.0046
MMSI338356617,37,Pleasure Craft/Sailing,MMSI,0.0375,0.505,0.5912,0.5165,0.4502,0.2497,0.2727,0,B,0.0046
MMSI338356799,37,Pleasure Craft/Sailing,MMSI,0.1117,0.5075,0.4873,0.5085,0.4502,0.5498,0.2917,0,B,0.351
MMSI338356837,37,Pleasure Craft/Sailing,MMSI,0.0311,0.5075,0.501,0.5213,0.4502,0.0998,0,0,B,0.0046
MMSI338356847,37,Pleasure Craft/Sailing,MMSI,0.0021,0.5,0.68,0.5367,0.4502,0.5498,0.25,0,B,0.0046
MMSI338356862,37,Pleasure Craft/Sailing,MMSI,0.0582,0.51,0.7619,0.5157,0.5744,0.3318,0.2667,0,B,0.3902
MMSI338357098,37,Pleasure Craft/Sailing,MMSI,0.0063,0.5025,0.6538,0.5309,0.6225,0.2142,0.4444,0,B,0.0046
MMSI338357231,33,Other,MMSI,0.1859,0.515,0.5639,0.5336,0.9427,0.2315,0.3,0.0,A,0.3133
MMSI338357408,37,Pleasure Craft/Sailing,MMSI,0.2846,0.5449,0.5412,0.4938,0.5,0.4502,0.5,0,B,0.3972
MMSI338357651,33,Other,MMSI,0.3211,0.5175,0.4574,0.5115,0.4502,0.2142,0.3333,0,B,0.4208
MMSI338357776,37,Pleasure Craft/Sailing,MMSI,0.0112,0.5025,0.6016,0.5364,0.4502,0.1824,0.2857,0,B,0.0046
MMSI338358137,37,Pleasure Craft/Sailing,MMSI,0.0066,0.5,0.6803,0.5727,0.4502,0.0998,0,0,B,0.0046
MMSI338358224,30,Fishing,MMSI,0.0214,0.5075,0.7431,0.5693,0.4502,0.1824,0.2857,0,B,0.0046
MMSI338358775,50,Other,MMSI,0.2502,0.5125,0.5905,0.5199,0.4502,0.2497,0.2727,0.0,A,0.0046
MMSI338358994,37,Pleasure Craft/Sailing,MMSI,0.1052,0.5125,0.511,0.4737,0.4502,0.0998,0,0,B,0.2851
MMSI338359306,37,Pleasure Craft/Sailing,MMSI,0.0387,0.51,0.8773,0.5043,0.4502,0.31,0.4286,0,B,0.3541
MMSI338359486,37,Pleasure Craft/Sailing,MMSI,0.0522,0.51,0.5975,0.5432,0.4502,0.2891,0.2308,0,B,0.0046
MMSI338359786,37,Pleasure Craft/Sailing,MMSI,0.0089,0.5025,0.4462,0.4765,0.4502,0.0998,0,0,B,0.4589
MMSI338359935,37,Pleasure Craft/Sailing,MMSI,0.0192,0.5,0.4052,0.4727,0.4502,0.4502,0.2,0,B,0.0046
MMSI338360013,37,Pleasure Craft/Sailing,MMSI,0.0157,0.5075,0.7639,0.545,0.4502,0.0998,0,0,B,0.0046
MMSI338360015,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3555,0.4658,0.4502,0.31,0.3571,0,B,0.0046
MMSI338360022,37,Pleasure Craft/Sailing,MMSI,0.0135,0.5025,0.5774,0.5248,0.4502,0.31,0.3571,0,B,0.0046
MMSI338360154,36,Pleasure Craft/Sailing,MMSI,0.087,0.505,0.4755,0.4672,0.4502,0.3318,0.3333,0,B,0.1519
MMSI338360209,37,Pleasure Craft/Sailing,MMSI,0.0048,0.5025,0.4268,0.4649,0.9644,0.2315,0.6,0,B,0.0046
MMSI338360324,37,Pleasure Craft/Sailing,MMSI,0.0538,0.51,0.5055,0.4721,0.4502,0.0998,0,0,B,0.0046
MMSI338360364,37,Pleasure Craft/Sailing,MMSI,0.2043,0.515,0.8167,0.5289,0.4502,0.4013,0.2778,0,B,0.3728
MMSI338360428,37,Pleasure Craft/Sailing,MMSI,0.0519,0.51,0.5847,0.4974,0.4502,0.2315,0.4,0,B,0.0046
MMSI338360443,36,Pleasure Craft/Sailing,MMSI,0.0805,0.5125,0.4182,0.4665,0.4502,0.31,0.5714,0,B,0.351
MMSI338360624,37,Pleasure Craft/Sailing,MMSI,0.006,0.5025,0.5369,0.5193,0.4502,0.2497,0.3636,0,B,0.0046
MMSI338360662,37,Pleasure Craft/Sailing,MMSI,0.0355,0.51,0.6323,0.5088,0.4502,0.2891,0.3846,0,B,0.0046
MMSI338360675,37,Pleasure Craft/Sailing,MMSI,0.0119,0.5025,0.4596,0.4759,0.4502,0.3318,0.2667,0,B,0.0046
MMSI338360722,36,Pleasure Craft/Sailing,MMSI,0.051,0.505,0.4418,0.4768,0.4502,0.31,0.2857,0,B,0.0046
MMSI338360836,37,Pleasure Craft/Sailing,MMSI,0.0019,0.5,0.8572,0.5885,0.4502,0.2142,0.3333,0,B,0.4589
MMSI338360952,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3318,0.4626,0.4502,0.2891,0.3846,0,B,0.0046
MMSI338360958,37,Pleasure Craft/Sailing,MMSI,0.0407,0.5025,0.3908,0.4803,0.4502,0.6225,0.2222,0,B,0.0046
MMSI338360989,37,Pleasure Craft/Sailing,MMSI,0.0477,0.505,0.4512,0.472,0.4502,0.1192,1.5,0,B,0.0046
MMSI338361005,37,Pleasure Craft/Sailing,MMSI,0.0076,0.5025,0.589,0.5203,0.5,0.2891,0.3846,0,B,0.0046
MMSI338361159,37,Pleasure Craft/Sailing,MMSI,0.0505,0.505,0.4898,0.4925,0.4502,0.2315,0.3,0,B,0.0046
MMSI338361161,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3446,0.4676,0.4502,0.2497,0.2727,0,B,0.0046
MMSI338361208,51,Other,MMSI,0.0051,0.5025,0.6999,0.552,0.4502,0.1978,0.375,0,B,0.0046
MMSI338361215,37,Pleasure Craft/Sailing,MMSI,0.0202,0.505,0.4928,0.4715,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338361273,37,Pleasure Craft/Sailing,MMSI,0.0188,0.5025,0.4695,0.4735,0.4502,0.3775,0.2353,0,B,0.4589
MMSI338361373,37,Pleasure Craft/Sailing,MMSI,0.007,0.5025,0.4006,0.4751,0.4502,0.2315,0.4,0,B,0.0046
MMSI338361421,37,Pleasure Craft/Sailing,MMSI,0.011,0.505,0.5095,0.4778,0.4502,0.3775,0.3529,2.0,A,0.0046
MMSI338361433,90,Other,MMSI,0.02,0.5075,0.7356,0.5193,0.4502,0.0998,0,0,B,0.0046
MMSI338361459,36,Pleasure Craft/Sailing,MMSI,0.0004,0.495,0.3775,0.4672,0.5,0.2891,0.3077,0,B,0.0046
MMSI338361545,37,Pleasure Craft/Sailing,MMSI,0.0243,0.5075,0.4576,0.4816,0.5498,0.0998,0,0,B,0.0046
MMSI338361791,37,Pleasure Craft/Sailing,MMSI,0.0352,0.5025,0.472,0.5196,0.5,0.0998,0,0,B,0.0046
MMSI338361819,37,Pleasure Craft/Sailing,MMSI,0.0331,0.5075,0.59,0.5004,0.4502,0.3318,0.2,0,B,0.0046
MMSI338361849,37,Pleasure Craft/Sailing,MMSI,0.0003,0.495,0.4078,0.4702,0.4502,0.0998,0,0,B,0.0046
MMSI338361854,37,Pleasure Craft/Sailing,MMSI,0.0674,0.5125,0.4285,0.4714,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338361983,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3659,0.4705,0.4502,0.3543,0.3125,0,B,0.0046
MMSI338362117,37,Pleasure Craft/Sailing,MMSI,0.0147,0.5025,0.5145,0.5055,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338362206,37,Pleasure Craft/Sailing,MMSI,0.0058,0.4975,0.4512,0.48,0.4502,0.3543,0.375,0,B,0.0046
MMSI338362226,37,Pleasure Craft/Sailing,MMSI,0.0598,0.51,0.666,0.4918,0.4502,0.2891,0.3846,0,B,0.3902
MMSI338362228,36,Pleasure Craft/Sailing,MMSI,0.1455,0.5125,0.4631,0.4698,0.4502,0.2891,0.5385,0,B,0.0046
MMSI338362265,37,Pleasure Craft/Sailing,MMSI,0.0062,0.5025,0.4129,0.4694,0.4502,0.2315,0.4,0,B,0.0046
MMSI338362312,37,Pleasure Craft/Sailing,MMSI,0.0233,0.5075,0.4955,0.4718,0.4502,0.2315,0.3,0,B,0.0046
MMSI338362435,36,Pleasure Craft/Sailing,MMSI,0.02,0.5075,0.4095,0.4688,0.4502,0.2315,0.4,0,B,0.0046
MMSI338362484,0,Unknown,MMSI,0.014,0.5075,0.5022,0.4771,0.4502,0.4013,0.3333,0.0,A,0.0046
MMSI338362573,37,Pleasure Craft/Sailing,MMSI,0.0115,0.505,0.7534,0.5384,0.4502,0.2142,0.4444,0,B,0.0046
MMSI338362615,37,Pleasure Craft/Sailing,MMSI,0.0428,0.51,0.4636,0.5007,0.4502,0.0998,0,0,B,0.0046
MMSI338362852,37,Pleasure Craft/Sailing,MMSI,0.0038,0.495,0.4061,0.4805,0.4502,0.4013,0.2778,0,B,0.0046
MMSI338362997,37,Pleasure Craft/Sailing,MMSI,0.1322,0.515,0.4437,0.4685,0.6682,0.2891,0.5385,0,B,0.3902
MMSI338363046,37,Pleasure Craft/Sailing,MMSI,0.0051,0.5025,0.7828,0.5088,0.4502,0.3318,0.3333,0,B,0.0046
MMSI338363162,36,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.31,0.4626,0.4502,0.3543,0.3125,0,B,0.0046
MMSI338363672,90,Other,MMSI,0.8083,0.51,0.3541,0.4656,0.4502,0.4502,0.6,0,B,0.4331
MMSI338363752,37,Pleasure Craft/Sailing,MMSI,0.0382,0.5075,0.9371,0.5668,0.4502,0.2315,0.4,0,B,0.3225
MMSI338364059,51,Other,MMSI,0.011,0.5025,0.7255,0.5699,0.4502,0.1978,0.25,0,B,0.0046
MMSI338364095,37,Pleasure Craft/Sailing,MMSI,0.0047,0.495,0.3635,0.4721,0.4502,0.1978,0.5,0,B,0.3934
MMSI338364104,37,Pleasure Craft/Sailing,MMSI,0.0368,0.505,0.4292,0.4772,0.4502,0.3543,0.375,0,B,0.0046
MMSI338364114,30,Fishing,MMSI,0.0976,0.51,0.4668,0.4915,1.0,0.2315,0.4,0,B,0.0046
MMSI338364225,37,Pleasure Craft/Sailing,MMSI,0.2577,0.5075,0.3484,0.4738,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338364303,37,Pleasure Craft/Sailing,MMSI,0.0389,0.51,0.5691,0.534,0.9089,0.31,0.2857,0,B,0.0046
MMSI338364356,37,Pleasure Craft/Sailing,MMSI,0.0333,0.51,0.5315,0.4755,0.475,0.0998,0,0,B,0.0046
MMSI338364358,37,Pleasure Craft/Sailing,MMSI,0.015,0.505,0.5275,0.5149,0.4502,0.8699,0.3415,0,B,0.0046
MMSI338364577,55,Other,MMSI,0.0259,0.5075,0.6156,0.5139,0.4502,0.1978,0.25,0.0,A,0.0046
MMSI338364625,37,Pleasure Craft/Sailing,MMSI,0.0361,0.51,0.4134,0.47,0.8176,0.2497,0.3636,0,B,0.0046
MMSI338364697,31,Tug Tow,MMSI,0.2693,0.5075,0.3851,0.4771,0.4502,0.1824,0.5714,0,B,0.0046
MMSI338364908,37,Pleasure Craft/Sailing,MMSI,0.0078,0.495,0.3717,0.4685,0.4502,0.2315,0.3,0,B,0.0046
MMSI338364968,36,Pleasure Craft/Sailing,MMSI,0.0336,0.5075,0.4251,0.4738,0.9978,0.2689,0.3333,0,B,0.0046
MMSI338364981,36,Pleasure Craft/Sailing,MMSI,0.0209,0.4975,0.4695,0.4713,0.4502,0.2142,1.0,0,B,0.0046
MMSI338365139,37,Pleasure Craft/Sailing,MMSI,0.0058,0.5,0.4209,0.471,0.9002,0.2689,0.3333,0,B,0.0046
MMSI338365318,37,Pleasure Craft/Sailing,MMSI,0.0335,0.51,0.4445,0.4742,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338365398,37,Pleasure Craft/Sailing,MMSI,0.0073,0.4975,0.4047,0.4774,0.4502,0.3318,0.2667,0,B,0.3754
MMSI338365402,37,Pleasure Craft/Sailing,MMSI,0.1047,0.5125,0.6622,0.548,0.4502,0.2689,0.6667,0,B,0.3533
MMSI338365403,36,Pleasure Craft/Sailing,MMSI,0.0003,0.495,0.4895,0.4635,0.4502,0.31,0.2857,0,B,0.0046
MMSI338365442,37,Pleasure Craft/Sailing,MMSI,0.0338,0.5075,0.5837,0.5461,0.475,0.2315,0.3,0,B,0.0046
MMSI338365547,37,Pleasure Craft/Sailing,MMSI,0.1047,0.5125,0.4738,0.4699,0.4502,0.2497,0.5455,0,B,0.2771
MMSI338365554,37,Pleasure Craft/Sailing,MMSI,0.0723,0.51,0.7429,0.5294,0.8581,0.3543,0.25,0,B,0.3715
MMSI338365736,36,Pleasure Craft/Sailing,MMSI,0.0814,0.51,0.4329,0.4724,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338365762,37,Pleasure Craft/Sailing,MMSI,0.0155,0.5075,0.5732,0.5028,0.5498,0.2891,0.3846,0,B,0.0046
MMSI338365874,37,Pleasure Craft/Sailing,MMSI,0.0139,0.505,0.475,0.4803,0.4502,0.31,0.4286,0,B,0.0046
MMSI338365894,49,Other,MMSI,0.0261,0.51,0.5637,0.5289,0.7109,0.2142,0.4444,1.0,A,0.4589
MMSI338365914,37,Pleasure Craft/Sailing,MMSI,0.0012,0.4975,0.3473,0.4702,0.4502,0.3543,0.3125,0,B,0.0046
MMSI338366121,37,Pleasure Craft/Sailing,MMSI,0.0385,0.51,0.4579,0.4735,0.5987,0.3318,0.3333,2.4,A,0.0046
MMSI338366226,31,Tug Tow,MMSI,0.1656,0.5125,0.6938,0.529,1.0,0.525,0.2609,2.0,A,0.4169
MMSI338366372,37,Pleasure Craft/Sailing,MMSI,0.133,0.5125,0.7022,0.4998,0.4502,0.2689,0.25,0,B,0.3405
MMSI338366526,36,Pleasure Craft/Sailing,MMSI,0.0099,0.5025,0.4088,0.4692,0.4502,0.2142,0.3333,0,B,0.3577
MMSI338366845,36,Pleasure Craft/Sailing,MMSI,0.0252,0.505,0.4248,0.4762,0.4502,0.0998,0,0,B,0.0046
MMSI338366849,37,Pleasure Craft/Sailing,MMSI,0.0012,0.495,0.3421,0.4684,0.4502,0.1978,0.5,0,B,0.0046
MMSI338367073,30,Fishing,MMSI,0.0319,0.5075,0.4472,0.5048,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338367119,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3329,0.4629,0.4502,0.4256,0.3158,0,B,0.0046
MMSI338367364,37,Pleasure Craft/Sailing,MMSI,0.1273,0.515,0.715,0.5055,0.4502,0.4013,0.2222,0,B,0.3565
MMSI338367417,37,Pleasure Craft/Sailing,MMSI,0.2561,0.5374,0.8081,0.5224,0.5744,0.3775,0.2941,0,B,0.3867
MMSI338367607,37,Pleasure Craft/Sailing,MMSI,0.0657,0.51,0.6431,0.5444,0.4502,0.2142,0.3333,0,B,0.4589
MMSI338367799,37,Pleasure Craft/Sailing,MMSI,0.0113,0.4975,0.7056,0.5741,0.4502,0.2315,0.4,0,B,0.0046
MMSI338367809,36,Pleasure Craft/Sailing,MMSI,0.1861,0.515,0.4529,0.4718,0.4502,0.2497,0.3636,0,B,0.3864
MMSI338367817,37,Pleasure Craft/Sailing,MMSI,0.048,0.51,0.5582,0.5484,0.4502,0.0998,0,0,B,0.0046
MMSI338367869,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3941,0.4626,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338367889,37,Pleasure Craft/Sailing,MMSI,0.0124,0.5075,0.522,0.4843,0.4502,0.4256,0.3158,1.5,A,0.0046
MMSI338367916,37,Pleasure Craft/Sailing,MMSI,0.0019,0.4975,0.51,0.4846,0.4502,0.4502,0.25,0,B,0.2444
MMSI338367975,37,Pleasure Craft/Sailing,MMSI,0.0439,0.5075,0.5135,0.5138,0.4502,0.2315,0.3,0,B,0.0046
MMSI338368567,37,Pleasure Craft/Sailing,MMSI,0.0148,0.505,0.528,0.4817,0.4502,0.2891,0.3077,0,B,0.4589
MMSI338368627,37,Pleasure Craft/Sailing,MMSI,0.0103,0.5,0.428,0.4823,0.4502,0.525,0.5652,0,B,0.0046
MMSI338368761,37,Pleasure Craft/Sailing,MMSI,0.0507,0.5075,0.8761,0.5565,0.4502,0.2891,0.3077,0,B,0.4336
MMSI338368763,37,Pleasure Craft/Sailing,MMSI,0.0132,0.5025,0.528,0.5098,0.4502,0.3775,0.3529,0,B,0.0046
MMSI338368794,36,Pleasure Craft/Sailing,MMSI,0.0022,0.4975,0.3673,0.4675,0.4502,0.2497,0.3636,0,B,0.0046
MMSI338369036,37,Pleasure Craft/Sailing,MMSI,0.1271,0.515,0.8352,0.5088,0.5744,0.4013,0.4444,0,B,0.377
MMSI338369093,37,Pleasure Craft/Sailing,MMSI,0.0164,0.505,0.6123,0.5202,0.9802,0.3543,0.375,0,B,0.0046
MMSI338369242,37,Pleasure Craft/Sailing,MMSI,0.0361,0.5075,0.5354,0.538,0.6682,0.0998,0,0,B,0.0046
MMSI338369251,37,Pleasure Craft/Sailing,MMSI,0.0171,0.5075,0.479,0.4765,0.4502,0.2315,0.4,0,B,0.0046
MMSI338369382,37,Pleasure Craft/Sailing,MMSI,0.0425,0.5075,0.5354,0.5028,0.4502,0.2689,0.3333,0,B,0.3298
MMSI338369764,37,Pleasure Craft/Sailing,MMSI,0.1865,0.515,0.4606,0.4686,0.5498,0.2497,0.4545,0,B,0.0046
MMSI338370731,36,Pleasure Craft/Sailing,MMSI,0.0189,0.5075,0.3913,0.4721,0.4502,0.2689,0.25,0,B,0.0046
MMSI338370852,37,Pleasure Craft/Sailing,MMSI,0.0098,0.505,0.5262,0.5187,0.4502,0.4502,0.3,0,B,0.3783
MMSI338370861,37,Pleasure Craft/Sailing,MMSI,0.088,0.5125,0.7328,0.5148,0.9644,0.4502,0.2,0,B,0.4075
MMSI338370947,90,Other,MMSI,0.1874,0.5075,0.3771,0.4748,0.4502,0.1978,0.5,0,B,0.0046
MMSI338371103,52,Unknown,MMSI,0.2516,0.5075,0.3703,0.4748,0.4502,0.1545,0.8,0.0,A,0.0046
MMSI338371104,52,Unknown,MMSI,0.2945,0.51,0.3696,0.4738,0.4502,0.1545,0.8,0.0,A,0.0046
MMSI338371109,37,Pleasure Craft/Sailing,MMSI,0.0736,0.51,0.608,0.5384,0.4502,0.4256,0.2632,0,B,0.3242
MMSI338371159,37,Pleasure Craft/Sailing,MMSI,0.017,0.5025,0.6369,0.556,0.4502,0.2497,0.2727,0,B,0.0046
MMSI338371319,33,Other,MMSI,0.2497,0.5125,0.4596,0.4692,0.4502,0.3775,0.3529,2.0,A,0.4267
MMSI338371671,37,Pleasure Craft/Sailing,MMSI,0.032,0.5075,0.4025,0.4996,0.4502,0.2142,0.4444,0,B,0.0046
MMSI338371927,36,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.31,0.4626,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338372149,36,Pleasure Craft/Sailing,MMSI,0.0179,0.505,0.398,0.4715,0.4502,0.3318,0.3333,0,B,0.0046
MMSI338372227,37,Pleasure Craft/Sailing,MMSI,0.0202,0.505,0.4738,0.4778,0.4502,0.2891,0.0,0,B,0.0046
MMSI338372404,37,Pleasure Craft/Sailing,MMSI,0.0691,0.5075,0.7712,0.5872,0.475,0.0998,0,0,B,0.3902
MMSI338372419,37,Pleasure Craft/Sailing,MMSI,0.0114,0.505,0.4925,0.4816,0.4502,0.4013,0.3333,0,B,0.3754
MMSI338372906,37,Pleasure Craft/Sailing,MMSI,0.0031,0.5025,0.5735,0.5253,0.4502,0.4502,0.3,0,B,0.0046
MMSI338373167,37,Pleasure Craft/Sailing,MMSI,0.2279,0.515,0.5265,0.5277,0.4502,0.2315,0.4,0,B,0.0046
MMSI338373179,36,Pleasure Craft/Sailing,MMSI,0.0009,0.4975,0.47,0.465,0.4502,0.2142,0.2222,0,B,0.0046
MMSI338373356,37,Pleasure Craft/Sailing,MMSI,0.034,0.5075,0.7295,0.5641,0.475,0.1824,0.5714,0,B,0.0046
MMSI338373414,37,Pleasure Craft/Sailing,MMSI,0.0684,0.5075,0.6766,0.5572,0.525,0.4502,0.25,0,B,0.0046
MMSI338373465,37,Pleasure Craft/Sailing,MMSI,0.0116,0.505,0.741,0.5324,0.475,0.168,3.1667,0,B,0.0046
MMSI338373613,36,Pleasure Craft/Sailing,MMSI,0.0705,0.5125,0.475,0.4705,0.4502,0.3318,0.5333,0,B,0.3803
MMSI338373641,36,Pleasure Craft/Sailing,MMSI,0.4853,0.5374,0.4415,0.4719,0.4502,0.0998,0,0,B,0.3305
MMSI338374152,31,Tug Tow,MMSI,0.0199,0.505,0.7527,0.5465,0.4502,0.1978,0.25,0,B,0.0046
MMSI338374386,36,Pleasure Craft/Sailing,MMSI,0.0837,0.51,0.3965,0.4717,0.4502,0.3318,0.5333,0,B,0.0046
MMSI338374394,37,Pleasure Craft/Sailing,MMSI,0.0054,0.5025,0.6708,0.5117,0.4502,0.2315,0.6,0,B,0.0046
MMSI338374536,37,Pleasure Craft/Sailing,MMSI,0.0211,0.505,0.4519,0.4761,0.4502,0.31,0.2857,0,B,0.0046
MMSI338374568,37,Pleasure Craft/Sailing,MMSI,0.0249,0.5025,0.5752,0.5093,0.5744,0.525,0.3478,0,B,0.0046
MMSI338374858,37,Pleasure Craft/Sailing,MMSI,0.0006,0.495,0.3599,0.4681,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338374863,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3505,0.4666,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338375065,37,Pleasure Craft/Sailing,MMSI,0.004,0.5025,0.8563,0.555,0.4502,0.2891,0.3846,0,B,0.0046
MMSI338375165,37,Pleasure Craft/Sailing,MMSI,0.0026,0.495,0.9064,0.4626,0.4502,0.0998,0,0,B,0.0046
MMSI338375337,37,Pleasure Craft/Sailing,MMSI,0.0042,0.5,0.8774,0.6099,0.4502,0.2142,0.4444,0,B,0.0046
MMSI338375485,37,Pleasure Craft/Sailing,MMSI,0.0076,0.5025,0.3951,0.4734,0.4502,0.0998,0,0,B,0.0046
